year,Base case cost,Modeled solar power (pv)
2016,274582.601199,283506.343984
2017,327859.822327,336006.732196
2018,366793.176228,374392.423417
2019,420070.397356,426916.324054
2020,444659.884031,451190.941071
2021,462077.437092,468404.723644
2022,474372.180429,480574.246242
2023,483593.237932,489717.082926
2024,490765.171545,496841.960428
2025,499986.229048,505987.929686
2026,511256.410441,517155.676096
2027,519452.905999,525294.983934
2028,527649.401557,533435.669845
2029,537895.021005,543598.529915
2030,543017.830729,548710.582061
2031,554288.012121,559887.078768
2032,565558.193514,571065.550716
2033,576828.374906,582245.972298
2034,588098.556299,593428.318188
2035,596295.051857,601579.343687
