year,Base case diesel consumed,Modeled diesel efficiency
2019,102456.194477,93141.9949792
2020,102456.194477,93141.9949792
2021,102456.194477,93141.9949792
2022,102456.194477,93141.9949792
2023,102456.194477,93141.9949792
2024,102456.194477,93141.9949792
2025,102456.194477,93141.9949792
2026,102456.194477,93141.9949792
2027,102456.194477,93141.9949792
2028,102456.194477,93141.9949792
2029,102456.194477,93141.9949792
2030,102456.194477,93141.9949792
2031,102456.194477,93141.9949792
2032,102456.194477,93141.9949792
2033,102456.194477,93141.9949792
2034,102456.194477,93141.9949792
2035,102456.194477,93141.9949792
2036,102456.194477,93141.9949792
2037,102456.194477,93141.9949792
2038,102456.194477,93141.9949792
