year,Base case cost,Modeled diesel efficiency
2019,420070.397356,591125.162887
2020,444659.884031,613479.241682
2021,462077.437092,629313.380829
2022,474372.180429,640490.420226
2023,483593.237932,648873.199774
2024,490765.171545,655393.139423
2025,499986.229048,663775.918971
2026,511256.410441,674021.538419
2027,519452.905999,681472.898017
2028,527649.401557,688924.257615
2029,537895.021005,698238.457113
2030,543017.830729,702895.556862
2031,554288.012121,713141.17631
2032,565558.193514,723386.795758
2033,576828.374906,733632.415205
2034,588098.556299,743878.034653
2035,596295.051857,751329.394251
2036,607565.233249,761575.013699
2037,614737.166863,768094.953348
2038,627031.9102,779271.992745
