year,Base case diesel consumed,Modeled non-residential ashp
2017,134460.406306,124607.309282
2018,137173.024784,127319.92776
2019,138529.334023,128676.236999
2020,141241.952501,131388.855477
2021,142598.261739,132745.164716
2022,143954.570978,134101.473955
2023,145310.880217,135457.783194
2024,146667.189456,136814.092433
2025,149379.807934,139526.71091
2026,150736.117173,140883.020149
2027,152092.426412,142239.329388
2028,153448.735651,143595.638627
2029,154805.04489,144951.947866
2030,156161.354129,146308.257105
2031,157517.663368,147664.566344
