year,Base case diesel consumed,Modeled non-residential energy efficiency
2017,62841.09489,46502.4102186
2018,62841.09489,46502.4102186
2019,62841.09489,46502.4102186
2020,62841.09489,46502.4102186
2021,62841.09489,46502.4102186
2022,62841.09489,46502.4102186
2023,62841.09489,46502.4102186
2024,62841.09489,46502.4102186
2025,62841.09489,46502.4102186
2026,62841.09489,46502.4102186
2027,62841.09489,46502.4102186
2028,62841.09489,46502.4102186
2029,62841.09489,46502.4102186
2030,62841.09489,46502.4102186
2031,62841.09489,46502.4102186
