year,Base case diesel consumed,Modeled non-residential energy efficiency
2017,57856.889461,42418.4582011
2018,57856.889461,42418.4582011
2019,57856.889461,42418.4582011
2020,57856.889461,42418.4582011
2021,57856.889461,42418.4582011
2022,57856.889461,42418.4582011
2023,57856.889461,42418.4582011
2024,57856.889461,42418.4582011
2025,57856.889461,42418.4582011
2026,57856.889461,42418.4582011
2027,57856.889461,42418.4582011
2028,57856.889461,42418.4582011
2029,57856.889461,42418.4582011
2030,57856.889461,42418.4582011
2031,57856.889461,42418.4582011
