year,annotation,consumption kWh,residential kWh,non-residential kWh
2003,,2446497.0,1183014.0,1263483.0
2004,,2595826.0,1236781.0,1359045.0
2005,,2728562.0,1277588.0,1450974.0
2006,,2922237.0,1354276.0,1567961.0
2007,,2903718.0,1358730.0,1544988.0
2008,,2889748.0,1358265.0,1531483.0
2009,,2992779.0,1398256.0,1594523.0
2010,,3002280.0,1419425.0,1582855.0
2011,,2956398.0,1443031.0,1513367.0
2012,,3119416.0,1466661.0,1652755.0
2013,,3058162.0,1434261.0,1623901.0
2014,start of forecast,3064302.0,1467628.0,1596674.0
2015,,3076351.0,1479677.0,1596674.0
2016,,3092539.0,1495865.0,1596674.0
2017,,3119805.0,1523131.0,1596674.0
2018,,3138282.0,1541608.0,1596674.0
2019,,3157435.0,1560761.0,1596674.0
2020,,3174800.0,1578125.0,1596674.0
2021,,3195387.0,1598712.0,1596674.0
2022,,3212569.0,1615894.0,1596674.0
2023,,3224580.0,1627906.0,1596674.0
2024,,3240867.0,1644193.0,1596674.0
2025,,3258573.0,1661899.0,1596674.0
2026,,3285341.0,1688667.0,1596674.0
2027,,3306268.0,1709593.0,1596674.0
2028,,3331326.0,1734652.0,1596674.0
2029,,3352377.0,1755703.0,1596674.0
2030,,3374188.0,1777514.0,1596674.0
2031,,3400012.0,1803338.0,1596674.0
2032,,3422265.0,1825591.0,1596674.0
2033,,3450788.0,1854114.0,1596674.0
2034,,3473702.0,1877027.0,1596674.0
2035,,3496854.0,1900179.0,1596674.0
2036,,3514112.0,1917438.0,1596674.0
2037,,3537855.0,1941180.0,1596674.0
2038,,3562034.0,1965360.0,1596674.0
2039,,3615530.0,2018856.0,1596674.0
2040,,3645746.0,2049071.0,1596674.0
