year,Base case cost,Modeled residential energy efficiency
2017,409937.811628,388076.154357
2018,433745.048012,407975.463928
2019,457481.744787,426628.794674
2020,476467.239264,442683.764099
2021,492437.361783,456410.997796
2022,498015.713781,460167.279142
2023,510201.279532,470817.939074
2024,514009.071786,473111.196025
2025,526049.604265,483657.086296
2026,539701.39359,495700.507548
2027,543637.197808,498180.067924
2028,556017.888595,509123.041756
2029,569694.723803,521247.099952
2030,581055.807269,531472.533152
2031,595491.791212,544257.510491
2032,600884.681408,548149.396891
2033,615461.906094,561242.072962
2034,630331.32032,574509.855372
2035,643626.412859,586485.31439
2036,658693.789418,600115.229796
