year,Base case cost,Modeled water and wastewater efficiency
2017,24666.7166181,22005.3548793
2018,25687.0487482,22744.6154169
2019,27120.2578335,23811.2460222
2020,27781.7184974,24269.962972
2021,28243.6278411,24569.8534483
2022,28553.5241403,24752.3299608
2023,28781.389204,24872.6289283
2024,28980.0891747,24970.5749092
2025,29176.4119407,25067.3833948
2026,29452.7358003,25224.1382969
2027,29643.4529632,25317.7160739
2028,29828.2099657,25406.3219638
2029,30083.9255491,25552.5402339
2030,30209.6495748,25596.7721718
2031,30475.5478358,25752.2400466
