year,Base case diesel consumed,Modeled non-residential energy efficiency
2017,1523702.7674,1127540.04787
2018,1523702.7674,1127540.04787
2019,1523702.7674,1127540.04787
2020,1523702.7674,1127540.04787
2021,1523702.7674,1127540.04787
2022,1523702.7674,1127540.04787
2023,1523702.7674,1127540.04787
2024,1523702.7674,1127540.04787
2025,1523702.7674,1127540.04787
2026,1523702.7674,1127540.04787
2027,1523702.7674,1127540.04787
2028,1523702.7674,1127540.04787
2029,1523702.7674,1127540.04787
2030,1523702.7674,1127540.04787
2031,1523702.7674,1127540.04787
