year,Base case diesel consumed,Modeled residential energy efficiency
2017,1798186.2243,1361461.65973
2018,1792611.98116,1355887.41659
2019,1784250.61644,1347526.05187
2020,1774495.69093,1337771.12636
2021,1767527.887,1330803.32243
2022,1756379.40071,1319654.83614
2023,1743837.35363,1307112.78906
2024,1728508.18497,1291783.6204
2025,1711785.45554,1275060.89096
2026,1693669.16531,1256944.60074
2027,1678339.99666,1241615.43209
2028,1661617.26722,1224892.70265
2029,1633746.05149,1197021.48692
2030,1605874.83575,1169150.27118
2031,1580790.7416,1144066.17703
2032,1566855.13373,1130130.56916
2033,1552919.52586,1116194.96129
2034,1538983.918,1102259.35343
2035,1523654.74935,1086930.18478
2036,1502751.33755,1066026.77298
