year,Water/Wastewater Heating Fuel,Non-residential Heating Fuel,Residential Heating Fuel,Water/Wastewater Electricity,Non-residential Electricity,Residential Electricity
2017,47427.45,4392165.28,7169229.13,45893.75,9860688.26,2823199.45
2018,51785.75,4803565.03,7631010.29,46264.89,9956806.92,2843328.98
2019,57701.68,5367335.05,8255589.33,46743.83,10088525.07,2869711.5
2020,60641.17,5656838.58,8547608.23,46921.52,10156164.12,2875760.08
2021,62462.75,5839682.91,8726148.21,47013.08,10198883.52,2878394.07
2022,63885.49,5992053.19,8846746.93,47022.51,10234483.03,2873248.87
2023,64599.25,6083475.35,8888203.86,46928.24,10255842.73,2862118.39
2024,65279.71,6174897.52,8913782.76,46814.63,10277202.43,2847102.64
2025,65885.99,6266319.69,8930252.07,46653.01,10298562.13,2830088.77
2026,66790.06,6388215.91,8971234.32,46515.05,10327041.73,2813004.28
2027,67592.78,6494875.1,9007520.7,46409.51,10351961.38,2798662.97
2028,68186.92,6586297.27,9017468.14,46259.14,10373321.08,2781339.95
2029,68680.46,6692956.46,8980575.44,45955.31,10398240.73,2749432.98
2030,68845.0,6769141.6,8907663.27,45618.57,10416040.48,2715484.88
2031,69512.77,6891037.82,8894987.0,45364.15,10444520.08,2688025.33
2032,70420.96,7012934.04,8941920.83,45277.9,10472999.68,2675921.92
2033,71467.01,7150067.29,9002154.15,45203.73,10505039.23,2664615.8
2034,72507.46,7287200.54,9059879.06,45132.75,10537078.79,2653190.79
2035,73043.38,7378622.71,9061056.72,44990.34,10558438.49,2637018.4
2036,73914.01,7515755.95,9071993.37,44826.79,10590478.04,2615543.97
2037,74079.3,7591941.09,9011410.99,44545.26,10608277.79,2588445.6
2038,74940.33,7729074.34,9024141.05,44392.55,10640317.34,2568622.5
2039,75566.12,7835733.54,9021941.57,44253.42,10665236.99,2550890.6
2040,76659.8,7988103.81,9077915.53,44180.99,10700836.49,2539549.48
