year,Base case cost,Modeled water and wastewater efficiency
2017,93321.1944294,213158.906744
2018,98050.6345946,212803.498429
2019,104445.517251,213622.658284
2020,107562.685651,212360.523068
2021,109475.830983,210384.64691
2022,110907.999867,208163.592126
2023,111527.48302,205477.817513
2024,112094.33829,202828.066046
2025,112538.995137,200164.55668
2026,113305.108489,197781.182448
2027,114002.286614,195423.449376
2028,114446.055416,192962.151132
2029,114635.765222,190384.462966
2030,114463.569778,187630.838476
2031,114876.924984,185327.178883
