year,population
2003,131.0
2004,127.0
2005,111.0
2006,130.0
2007,145.0
2008,141.0
2009,147.0
2010,148.0
2011,144.0
2012,142.0
2013,140.0
2014,138.0
2015,136.0
2016,134.0
2017,132.0
2018,130.0
2019,127.0
2020,125.0
2021,122.0
2022,120.0
2023,117.0
2024,114.0
2025,111.0
2026,108.0
2027,106.0
2028,103.0
2029,100.0
2030,97.0
2031,94.0
2032,92.0
2033,90.0
2034,87.0
2035,85.0
2036,83.0
2037,81.0
2038,78.0
2039,77.0
2040,75.0
