year,Base case cost,Modeled water and wastewater efficiency
2017,39357.922727,71628.0322185
2018,42704.9963292,72863.9040631
2019,47247.5081896,74936.8659727
2020,49502.2395974,75478.1323181
2021,50904.1809918,75462.7127036
2022,52066.2255791,75306.8996094
2023,52863.7939711,74925.4055969
2024,53421.8661918,74402.7322921
2025,54211.2779259,74058.4057134
2026,55106.0701407,73806.2366037
2027,55865.9386392,73482.3547363
2028,56490.5307043,73086.045769
2029,57253.4858165,72803.2347063
2030,57772.9648849,72373.6210518
2031,58615.8201964,72181.9031654
