year,annotation,generation_biomass [kWh/year],generation_solar [kWh/year],generation_wind [kWh/year],generation_natural_gas [kWh/year],generation_hydro [kWh/year],generation_diesel [kWh/year]
2003,,0,0,0,0,2358500,1641823
2004,,0,0,0,0,2494104,2296750
2005,,0,0,0,0,2308788,2146259
2006,,0,0,0,0,2160080,1675938
2007,,0,0,0,0,2075270,2543071
2008,,0,0,0,0,2143010,3049769
2009,,0,0,0,0,2410860,2431286
2010,,0,0,0,0,2539497,2693993
2011,,0,0,0,0,3384506,2167949
2012,,0,0,0,0,2450656,2677160
2013,,0,0,0,0,1997981,2598728
2014,start of forecast,0,0,0,0,1997981,3078019
2015,,0,0,0,0,1997981,3080019
2016,,0,0,0,0,1997981,3081019
2017,,0,0,0,0,1997981,3080019
2018,,0,0,0,0,1997981,3078019
2019,,0,0,0,0,1997981,3076019
2020,,0,0,0,0,1997981,3073019
2021,,0,0,0,0,1997981,3068019
2022,,0,0,0,0,1997981,3064019
2023,,0,0,0,0,1997981,3059019
2024,,0,0,0,0,1997981,3054019
2025,,0,0,0,0,1997981,3048019
2026,,0,0,0,0,1997981,3040019
2027,,0,0,0,0,1997981,3031019
2028,,0,0,0,0,1997981,3021019
2029,,0,0,0,0,1997981,3012019
2030,,0,0,0,0,1997981,3004019
2031,,0,0,0,0,1997981,2992019
2032,,0,0,0,0,1997981,2976019
2033,,0,0,0,0,1997981,2959019
2034,,0,0,0,0,1997981,2941019
2035,,0,0,0,0,1997981,2924019
2036,,0,0,0,0,1997981,2907019
2037,,0,0,0,0,1997981,2891019
2038,,0,0,0,0,1997981,2874019
2039,,0,0,0,0,1997981,2856019
2040,,0,0,0,0,1997981,2837019
