year,Base case cost,Modeled wind power
2019,562171.774685,791018.547993
2020,602507.965172,812271.343015
2021,627307.402126,822337.661586
2022,647944.656828,829610.540652
2023,661881.389222,832142.925352
2024,671492.085995,831709.77875
2025,685113.01553,834261.58135
2026,700344.482928,837990.209689
2027,713127.939692,840024.230903
2028,723467.587189,840364.144496
2029,736075.986936,842527.990189
2030,744638.442289,841983.90073
2031,758424.638952,845020.847758
2032,773123.946322,848515.740288
2033,787355.501342,851679.880542
2034,801100.397853,854491.151411
2035,806707.190526,851676.784849
2036,822372.825936,856071.586004
2037,827968.414959,853498.207876
2038,841211.948173,856312.641401
