year,annotation,Average Load
2003,,384.0
2004,,382.0
2005,,361.0
2006,,348.0
2007,,440.0
2008,,457.0
2009,,395.0
2010,,436.0
2011,,480.0
2012,,491.0
2013,,415.0
2014,start of forecast,461.0
2015,,461.0
2016,,461.0
2017,,461.0
2018,,461.0
2019,,461.0
2020,,461.0
2021,,460.0
2022,,460.0
2023,,459.0
2024,,459.0
2025,,459.0
2026,,458.0
2027,,457.0
2028,,456.0
2029,,455.0
2030,,455.0
2031,,453.0
2032,,452.0
2033,,450.0
2034,,449.0
2035,,447.0
2036,,446.0
2037,,444.0
2038,,443.0
2039,,441.0
2040,,439.0
