year,Base case cost,Modeled non-residential energy efficiency
2017,1267527.39252,1455803.51335
2018,1375995.29686,1548290.77961
2019,1523201.73845,1676735.13716
2020,1596804.95925,1737379.34594
2021,1643291.20397,1773151.56461
2022,1682029.74123,1801936.21683
2023,1709146.71731,1820151.67918
2024,1728515.98594,1831371.80094
2025,1755632.96203,1849903.59218
2026,1786623.79184,1872165.69962
2027,1813740.76792,1890999.16555
2028,1836983.89028,1906400.49673
2029,1864100.86636,1925521.6621
2030,1883470.13499,1937626.25954
2031,1914460.9648,1960599.48672
