year,Base case cost,Modeled non-residential energy efficiency
2017,371299.54428,375934.651822
2018,393373.984575,396165.111222
2019,423332.153547,423886.314082
2020,437522.865165,436674.71268
2021,447771.712445,445741.514873
2022,454867.068255,451833.793898
2023,459597.305461,455698.631569
2024,463539.169799,458830.556879
2025,468269.407005,462724.106987
2026,474576.389947,468126.388221
2027,479306.627153,472047.320644
2028,483248.491491,475234.025983
2029,488767.101565,479928.511025
2030,492708.965904,483140.718131
2031,498227.575977,487860.107242
