year,Utility Diesel (gallons),Water/Wastewater Heating Oil (gallons),Non-residential Heating Oil (gallons),Residential Heating Oil (gallons)
2017,23223.01,9463.93,63093.42,6918.32
2018,23223.01,9461.84,63093.42,6918.32
2019,23223.01,9459.7,63093.42,6918.32
2020,23223.01,9457.48,63093.42,6918.32
2021,23323.45,9454.84,63093.42,6918.32
2022,23323.45,9453.07,63093.42,6918.32
2023,23323.45,9451.73,63093.42,6918.32
2024,23323.45,9450.19,63093.42,7940.86
2025,23323.45,9448.32,63093.42,7940.86
2026,23323.45,9445.93,63093.42,7940.86
2027,23323.45,9443.36,63093.42,7940.86
2028,23423.89,9440.7,63093.42,7940.86
2029,23423.89,9438.17,63093.42,7940.86
2030,23423.89,9435.55,63093.42,7940.86
2031,23423.89,9433.03,63093.42,7940.86
2032,23423.89,,,8963.4
2033,23423.89,,,8963.4
2034,23524.32,,,8963.4
2035,23524.32,,,8963.4
2036,23524.32,,,8963.4
