year,Base case diesel consumed,Modeled non-residential ashp
2017,63163.4196034,47150.336832
2018,63163.4196034,47150.336832
2019,63163.4196034,47150.336832
2020,63163.4196034,47150.336832
2021,63163.4196034,47150.336832
2022,63163.4196034,47150.336832
2023,63163.4196034,47150.336832
2024,63163.4196034,47150.336832
2025,63163.4196034,47150.336832
2026,63163.4196034,47150.336832
2027,63163.4196034,47150.336832
2028,63163.4196034,47150.336832
2029,63163.4196034,47150.336832
2030,63163.4196034,47150.336832
2031,63163.4196034,47150.336832
