year,Base case diesel consumed,Modeled diesel efficiency
2019,23223.0114113,21111.8285558
2020,23223.0114113,21111.8285558
2021,23323.4491429,21203.1355844
2022,23323.4491429,21203.1355844
2023,23323.4491429,21203.1355844
2024,23323.4491429,21203.1355844
2025,23323.4491429,21203.1355844
2026,23323.4491429,21203.1355844
2027,23323.4491429,21203.1355844
2028,23423.8868744,21294.4426131
2029,23423.8868744,21294.4426131
2030,23423.8868744,21294.4426131
2031,23423.8868744,21294.4426131
2032,23423.8868744,21294.4426131
2033,23423.8868744,21294.4426131
2034,23524.324606,21385.7496418
2035,23524.324606,21385.7496418
2036,23524.324606,21385.7496418
2037,23524.324606,21385.7496418
2038,23524.324606,21385.7496418
