year,Base case cost,Modeled diesel efficiency
2019,80119.3893691,235087.438719
2020,84299.5314232,235084.795276
2021,87696.1687772,234459.002315
2022,89795.2792001,232740.677972
2023,91194.6861487,230471.258162
2024,92360.8586058,228072.813421
2025,93760.2655544,225967.461014
2026,95626.1414858,224365.33243
2027,97025.5484344,222416.446897
2028,98614.5637413,220715.426497
2029,100254.235823,219134.182255
2030,101425.430166,217199.045774
2031,103065.102247,215760.10731
2032,104939.013197,214602.774609
2033,106812.924147,213512.493951
2034,109152.866172,212911.358462
2035,110329.082402,211316.23625
2036,112211.02837,210425.133627
2037,113387.244601,208953.442023
2038,115269.190569,208182.877109
