year,Water/Wastewater Heating Fuel,Non-residential Heating Fuel,Residential Heating Fuel,Water/Wastewater Electricity,Non-residential Electricity,Residential Electricity
2017,41080.97,274611.62,48256.73,16265.32,96687.92,99924.67
2018,43721.2,292277.78,50193.86,17017.39,101096.21,104480.53
2019,47306.0,316253.28,52822.82,18035.81,107078.88,110663.47
2020,48997.25,327610.09,54068.11,18525.22,109912.77,113592.24
2021,50212.69,335812.24,54967.49,18884.86,111959.47,115707.46
2022,51054.08,341490.65,55590.14,19133.8,113376.42,117171.84
2023,51613.94,345276.25,56005.24,19300.82,114321.05,118148.09
2024,52078.05,348430.92,64680.0,19442.5,115108.25,123367.62
2025,52634.61,352216.53,65156.45,19612.85,116052.88,124380.04
2026,53376.98,357264.0,65791.72,19839.6,117312.39,125729.92
2027,53929.04,361049.61,66268.17,20014.45,118257.02,126742.33
2028,54385.91,364204.28,66665.21,20163.36,119044.21,127586.01
2029,55031.99,368620.82,67221.07,20365.11,120146.29,128767.16
2030,55488.51,371775.49,67618.12,20514.24,120933.48,129610.83
2031,56134.03,376192.03,68173.98,20716.41,122035.55,130791.98
2032,,,77669.81,,,136861.22
2033,,,78386.88,,,138259.31
2034,,,79103.96,,,139657.4
2035,,,79552.13,,,140531.21
2036,,,80269.2,,,141929.31
