year,Base case cost,Modeled water and wastewater efficiency
2017,57346.2855016,43652.4480398
2018,60738.5913157,45821.3069039
2019,65341.8070187,48806.5008198
2020,67522.4778867,50166.6890237
2021,69097.5490906,51122.7483971
2022,70187.8807027,51755.0876208
2023,70914.7639203,52145.3679396
2024,71520.555609,52456.72162
2025,72247.46689,52851.9339741
2026,73216.5863075,53412.4320748
2027,73943.4908475,53812.4586159
2028,74549.2658543,54133.265726
2029,75397.1021141,54618.755349
2030,76002.7457485,54943.5677146
2031,76850.4346487,55432.9770357
