year,Base case cost,Modeled non-residential energy efficiency
2017,1649896.14832,1778301.46688
2018,1735165.09983,1855870.97281
2019,1852777.44673,1962863.39478
2020,1908643.3115,2013684.79521
2021,1946867.32425,2048457.33235
2022,1973330.1023,2072530.62729
2023,1993912.263,2091254.30114
2024,2011554.11504,2107303.16443
2025,2029195.96707,2123352.02773
2026,2052718.43645,2144750.51212
2027,2073300.59716,2163474.18597
2028,2090942.4492,2179523.04926
2029,2111524.6099,2198246.72311
2030,2126226.15327,2211620.77585
2031,2149748.62265,2233019.26025
