year,annotation,Maximum expected generation solar [kWh/year],Generation total [kWh/year],generation diesel [kWh/year]
2003,,41957.83,2453600.0,2453600.0
2004,,41957.83,2451400.0,2451400.0
2005,,41957.83,2561200.0,2561200.0
2006,,41957.83,2578000.0,2578000.0
2007,,41957.83,2575000.0,2575000.0
2008,,41957.83,2595900.0,2595900.0
2009,,41957.83,2587800.0,2587800.0
2010,,41957.83,2736900.0,2736900.0
2011,,41957.83,2652700.0,2652700.0
2012,,41957.83,2758800.0,2758800.0
2013,,41957.83,2592900.0,2592900.0
2014,start of forecast,41957.83,2606000.0,2606000.0
2015,,41957.83,2603000.0,2603000.0
2016,,41957.83,2599000.0,2599000.0
2017,,41957.83,2596000.0,2596000.0
2018,,41957.83,2592000.0,2592000.0
2019,,41957.83,2587000.0,2587000.0
2020,,41957.83,2583000.0,2583000.0
2021,,41957.83,2578000.0,2578000.0
2022,,41957.83,2575000.0,2575000.0
2023,,41957.83,2572000.0,2572000.0
2024,,41957.83,2567000.0,2567000.0
2025,,41957.83,2564000.0,2564000.0
2026,,41957.83,2558000.0,2558000.0
2027,,41957.83,2555000.0,2555000.0
2028,,41957.83,2551000.0,2551000.0
2029,,41957.83,2544000.0,2544000.0
2030,,41957.83,2534000.0,2534000.0
2031,,41957.83,2525000.0,2525000.0
2032,,41957.83,2520000.0,2520000.0
2033,,41957.83,2515000.0,2515000.0
2034,,41957.83,2511000.0,2511000.0
2035,,41957.83,2506000.0,2506000.0
2036,,41957.83,2499000.0,2499000.0
2037,,41957.83,2494000.0,2494000.0
2038,,41957.83,2488000.0,2488000.0
2039,,41957.83,2483000.0,2483000.0
2040,,41957.83,2477000.0,2477000.0
