year,Base case diesel consumed,Modeled non-residential ashp
2017,108285.096302,71014.0738049
2018,110789.104813,73518.0823154
2019,112041.109068,74770.0865706
2020,113293.113323,76022.0908258
2021,114545.117578,77274.0950811
2022,115797.121834,78526.0993363
2023,117049.126089,79778.1035915
2024,118301.130344,81030.1078467
2025,120805.138854,83534.1163572
2026,122057.14311,84786.1206124
2027,123309.147365,86038.1248677
2028,125813.155875,88542.1333781
2029,127065.160131,89794.1376333
2030,128317.164386,91046.1418886
2031,129569.168641,92298.1461438
