year,Base case diesel consumed,Modeled wind power
2019,92539.025977,78265.2831214
2020,93232.4907845,78958.7479289
2021,94003.0072373,79729.2643817
2022,94773.52369,80499.7808345
2023,95312.885207,81039.1423514
2024,96006.3500145,81732.6071589
2025,97085.0730483,82811.3301928
2026,97855.5895011,83581.8466455
2027,98703.1575991,84429.4147436
2028,99627.7773425,85354.0344869
2029,100398.293795,86124.5509396
2030,101245.861893,86972.1190377
2031,102093.429991,87819.6871357
2032,103018.049735,88744.306879
2033,103788.566187,89514.8233318
2034,105098.444157,90824.7013015
2035,106023.0639,91749.3210448
2036,106947.683644,92673.9407881
2037,107795.251742,93521.5088862
2038,108796.92313,94523.1802748
