year,Base case cost,Modeled water and wastewater efficiency
2017,0.0,5949.13625987
2018,0.0,5949.13625987
2019,0.0,5949.13625987
2020,0.0,5949.13625987
2021,0.0,5949.13625987
2022,0.0,5949.13625987
2023,0.0,5949.13625987
2024,0.0,5949.13625987
2025,0.0,5949.13625987
2026,0.0,5949.13625987
2027,0.0,5949.13625987
2028,0.0,5949.13625987
2029,0.0,5949.13625987
2030,0.0,5949.13625987
2031,0.0,5949.13625987
