year,Base case cost,Modeled diesel efficiency
2019,201013.924506,359410.356136
2020,210710.032853,368225.000089
2021,217720.717865,374598.350099
2022,222783.990374,379201.325107
2023,226678.81538,382742.075113
2024,229405.192885,385220.600117
2025,232910.535391,388407.275123
2026,237194.842898,392302.100129
2027,240700.185404,395488.775134
2028,244339.255807,398797.020955
2029,248242.438807,402345.369137
2030,250584.348607,404474.378046
2031,254877.849907,408377.561047
2032,259726.321981,412785.262932
2033,264029.017074,416696.803925
2034,268722.866266,420963.939555
2035,272040.989716,423980.415418
2036,276744.868501,428256.668859
2037,279488.797792,430751.150033
2038,284192.676576,435027.403473
