year,Base case cost,Modeled solar power (pv)
2016,140603.182736,144538.921649
2017,162803.685273,166468.178649
2018,179161.9503,182634.275495
2019,201013.924506,204233.136523
2020,210710.032853,213822.295479
2021,217720.717865,220766.755091
2022,222783.990374,225789.118396
2023,226678.81538,229658.19912
2024,229405.192885,232373.64255
2025,232910.535391,235858.998485
2026,237194.842898,240114.487708
2027,240700.185404,243600.908565
2028,244339.255807,247226.132651
2029,248242.438807,251106.765849
2030,250584.348607,253444.740965
2031,254877.849907,257712.148611
2032,259726.321981,262535.130148
2033,264029.017074,266812.929842
2034,268722.866266,271478.096121
2035,272040.989716,274789.884916
