year,Base case cost,Modeled non-residential energy efficiency
2017,456868.091686,463389.936792
2018,489020.684461,493163.718893
2019,531125.270237,532153.195454
2020,551029.256241,550584.584374
2021,564808.938858,563344.776703
2022,574760.93186,572560.471163
2023,582416.311092,579649.466901
2024,587775.076554,584611.763918
2025,594664.917863,590991.860083
2026,603085.835019,598789.755395
2027,609975.676327,605169.85156
2028,616099.979713,610841.04815
2029,623755.358945,617930.043889
2030,628348.586484,622183.441332
2031,636769.50364,629981.336644
