year,Base case diesel consumed,Modeled non-residential ashp
2017,35896.104643,19465.1610717
2018,35896.104643,19465.1610717
2019,35896.104643,19465.1610717
2020,35896.104643,19465.1610717
2021,35896.104643,19465.1610717
2022,35896.104643,19465.1610717
2023,35896.104643,19465.1610717
2024,35896.104643,19465.1610717
2025,35896.104643,19465.1610717
2026,35896.104643,19465.1610717
2027,35896.104643,19465.1610717
2028,35896.104643,19465.1610717
2029,35896.104643,19465.1610717
2030,35896.104643,19465.1610717
2031,35896.104643,19465.1610717
