year,Base case cost,Modeled residential energy efficiency
2017,331183.02419,324649.074832
2018,352477.682506,343130.884945
2019,380363.544587,367333.255331
2020,393545.952116,378774.375877
2021,402672.234251,386695.15164
2022,409263.438016,392415.711913
2023,414333.594757,396816.142892
2024,417882.704477,399896.444578
2025,422445.845544,403856.832459
2026,428023.017961,408697.306537
2027,432586.159028,412657.694418
2028,436642.284422,416178.039201
2029,441712.441164,420578.470181
2030,444754.535209,423218.728768
2031,450331.707625,428059.202845
2032,441776.857305,418767.654186
2033,447179.986785,423434.085327
2034,453074.309854,428524.737481
2035,456512.664977,431494.284571
2036,462406.988046,436584.936725
