year,Base case diesel consumed,Modeled residential ashp
2017,85982.6400011,6297.49583315
2018,87323.3946677,7638.25049981
2019,88664.1493344,8979.00516647
2020,90004.9040011,10319.7598331
2021,91345.6586677,11660.5144998
2022,92686.4133344,13001.2691665
2023,94027.1680011,14342.0238331
2024,96708.6773344,17023.5331665
2025,98049.432001,18364.2878331
2026,99390.1866677,19705.0424998
2027,100730.941334,21045.7971665
2028,102071.696001,22386.5518331
2029,103412.450668,23727.3064998
2030,104753.205334,25068.0611664
2031,106093.960001,26408.8158331
