year,Base case cost,Modeled water and wastewater efficiency
2017,103893.247411,86287.5549786
2018,109570.127694,90283.916808
2019,117577.706132,95920.6929446
2020,121531.104113,98704.3639282
2021,124132.029229,100536.220839
2022,126154.535959,101961.029012
2023,127596.813245,102977.487289
2024,128847.694535,103859.276958
2025,130099.878897,104742.001166
2026,131936.775697,106036.290446
2027,133384.943067,107056.972634
2028,134444.21858,107803.932658
2029,136102.258293,108972.571239
2030,137174.136742,109728.596889
2031,138827.444611,110893.820387
