year,annotation,Maximum expected generation solar [kWh/year],Generation total [kWh/year],generation diesel [kWh/year]
2003,,11846.13,851100.0,851100.0
2004,,11846.13,874220.0,874220.0
2005,,11846.13,828424.0,828424.0
2006,,11846.13,807100.0,807100.0
2007,,11846.13,779300.0,779300.0
2008,,11846.13,959588.0,959588.0
2009,,11846.13,840963.0,840963.0
2010,,11846.13,783000.0,783000.0
2011,,11846.13,800000.0,800000.0
2012,,11846.13,789300.0,789300.0
2013,,11846.13,780300.0,780300.0
2014,start of forecast,11846.13,814000.0,814000.0
2015,,11846.13,819000.0,819000.0
2016,,11846.13,823000.0,823000.0
2017,,11846.13,828000.0,828000.0
2018,,11846.13,833000.0,833000.0
2019,,11846.13,838000.0,838000.0
2020,,11846.13,843000.0,843000.0
2021,,11846.13,848000.0,848000.0
2022,,11846.13,853000.0,853000.0
2023,,11846.13,858000.0,858000.0
2024,,11846.13,863000.0,863000.0
2025,,11846.13,868000.0,868000.0
2026,,11846.13,873000.0,873000.0
2027,,11846.13,878000.0,878000.0
2028,,11846.13,883000.0,883000.0
2029,,11846.13,888000.0,888000.0
2030,,11846.13,893000.0,893000.0
2031,,11846.13,898000.0,898000.0
2032,,11846.13,903000.0,903000.0
2033,,11846.13,907000.0,907000.0
2034,,11846.13,911000.0,911000.0
2035,,11846.13,915000.0,915000.0
2036,,11846.13,919000.0,919000.0
2037,,11846.13,924000.0,924000.0
2038,,11846.13,929000.0,929000.0
2039,,11846.13,933000.0,933000.0
2040,,11846.13,937000.0,937000.0
