year,Base case cost,Modeled biomass for heat (cordwood)
2017,382060.675176,383524.104364
2018,404266.555176,399959.755413
2019,435661.075176,423196.365517
2020,450975.475176,434531.297275
2021,460929.835176,441899.002918
2022,468587.035176,447566.468797
2023,473947.075176,451533.694912
2024,478541.395176,454934.174439
2025,483135.715176,458334.653967
2026,490027.195176,463435.373258
2027,495387.235176,467402.599373
2028,499215.835176,470236.332312
2029,505341.595176,474770.305016
2030,509170.195176,477604.037955
2031,515295.955176,482138.010658
2032,,
2033,,
2034,,
2035,,
2036,,
