year,Base case cost,Modeled wind power
2019,234688.863114,
2020,250707.678169,
2021,261753.073837,
2022,270692.396339,
2023,277486.628261,
2024,283593.286688,
2025,289751.968329,
2026,298233.486536,
2027,305270.493463,
2028,310836.977504,
2029,318756.644984,
2030,324422.840188,
2031,332468.230439,
2032,341365.934368,
2033,349955.834273,
2034,358608.162036,
2035,364149.501523,
2036,372912.812145,
2037,379748.66264,
2038,389053.014702,
