year,Base case cost,Modeled solar power (pv)
2016,151280.041972,158570.900814
2017,181633.854011,188467.363348
2018,203676.090348,210199.2364
2019,234688.863114,240768.457241
2020,250707.678169,256591.258116
2021,261753.073837,267523.466404
2022,270692.396339,276385.455579
2023,277486.628261,283137.371662
2024,283593.286688,289213.754857
2025,289751.968329,295342.935155
2026,298233.486536,303763.014679
2027,305270.493463,310761.485369
2028,310836.977504,316311.800101
2029,318756.644984,324183.934466
2030,324422.840188,329835.324672
2031,332468.230439,337835.037079
2032,341365.934368,346677.71134
2033,349955.834273,355213.769707
2034,358608.162036,363813.428574
2035,364149.501523,369343.816862
