year,Base case diesel consumed,Modeled non-residential energy efficiency
2017,95656.6437469,70785.9163727
2018,95656.6437469,70785.9163727
2019,95656.6437469,70785.9163727
2020,95656.6437469,70785.9163727
2021,95656.6437469,70785.9163727
2022,95656.6437469,70785.9163727
2023,95656.6437469,70785.9163727
2024,95656.6437469,70785.9163727
2025,95656.6437469,70785.9163727
2026,95656.6437469,70785.9163727
2027,95656.6437469,70785.9163727
2028,95656.6437469,70785.9163727
2029,95656.6437469,70785.9163727
2030,95656.6437469,70785.9163727
2031,95656.6437469,70785.9163727
