year,Base case cost,Modeled water and wastewater efficiency
2017,10701.483887,22820.4100837
2018,12158.9235078,23781.8447717
2019,14260.7222911,25168.9095562
2020,15237.839342,25813.562956
2021,15984.1854332,26305.8225502
2022,16539.5505399,26672.1953909
2023,16911.1945826,26917.3595976
2024,17211.9420622,27115.8644352
2025,17515.8190392,27316.3987534
2026,18004.0667933,27638.5838248
2027,18386.3224292,27890.6530284
2028,18714.0321291,28106.6656985
2029,19061.1566919,28336.5978296
2030,19248.9153312,28461.0891855
2031,19674.3631781,28742.468983
