year,Utility Diesel(gallons),Water/Wastewater Heating Oil(gallons),Non-residential Heating Oil(gallons),Residential Heating Oil(gallons)
2017,43287.56,5859.37,35168.83,41779.18
2018,43287.56,5859.92,35168.83,41779.18
2019,43287.56,5859.75,35168.83,41779.18
2020,43287.56,5860.13,35168.83,41779.18
2021,43287.56,5860.55,35168.83,41779.18
2022,43287.56,5860.51,35168.83,41779.18
2023,43287.56,5860.12,35168.83,41779.18
2024,43287.56,5859.84,35168.83,41779.18
2025,43287.56,5859.5,35168.83,41779.18
2026,43287.56,5859.04,35168.83,41779.18
2027,43287.56,5858.41,35168.83,41779.18
2028,43287.56,5857.97,35168.83,40378.75
2029,43204.95,5856.39,35168.83,40378.75
2030,43204.95,5854.76,35168.83,40378.75
2031,43204.95,5853.54,35168.83,40378.75
2032,43204.95,5853.09,35168.83,40378.75
2033,43204.95,5852.89,35168.83,40378.75
2034,43204.95,5852.54,35168.83,40378.75
2035,43204.95,5851.98,35168.83,40378.75
2036,43122.34,5851.12,35168.83,38978.32
2037,43122.34,5849.99,35168.83,38978.32
2038,43122.34,5848.77,35168.83,38978.32
2039,43122.34,5847.83,35168.83,38978.32
2040,43122.34,5846.97,35168.83,38978.32
