year,Base case cost,Modeled non-residential energy efficiency
2017,267379.04574,268755.600892
2018,288229.202254,286567.691618
2019,317187.752968,311681.439931
2020,331667.028325,323815.352234
2021,340933.764554,331289.348941
2022,348462.987739,337223.106922
2023,353675.526868,341096.135732
2024,357729.723968,343948.03231
2025,362942.263096,347858.455243
2026,368733.973239,352306.946015
2027,373946.512368,356253.030759
2028,378579.880482,359696.296528
2029,384371.590625,364196.416524
2030,387846.616711,366632.843953
2031,394217.497868,371685.423678
