year,Base case diesel consumed,Modeled non-residential energy efficiency
2017,35168.8253315,26024.9307453
2018,35168.8253315,26024.9307453
2019,35168.8253315,26024.9307453
2020,35168.8253315,26024.9307453
2021,35168.8253315,26024.9307453
2022,35168.8253315,26024.9307453
2023,35168.8253315,26024.9307453
2024,35168.8253315,26024.9307453
2025,35168.8253315,26024.9307453
2026,35168.8253315,26024.9307453
2027,35168.8253315,26024.9307453
2028,35168.8253315,26024.9307453
2029,35168.8253315,26024.9307453
2030,35168.8253315,26024.9307453
2031,35168.8253315,26024.9307453
