year,Base case cost,Modeled biomass for heat (cordwood)
2017,290864.590301,305413.689109
2018,320678.982862,331579.124684
2019,362082.982862,368059.337763
2020,382784.982862,386136.675632
2021,396039.045422,397598.696579
2022,406804.215422,406854.393518
2023,414252.022862,413166.762313
2024,420048.582862,418018.453769
2025,427496.140301,424344.962967
2026,435776.840301,431419.91318
2027,443224.117741,437759.866135
2028,442243.01316,435769.703456
2029,450372.548039,442713.357055
2030,455251.195479,446779.017224
2031,464199.822918,454462.600278
2032,473148.230358,462151.985636
2033,482916.350358,470575.319923
2034,491870.460358,478282.032318
2035,498376.417797,483821.135234
2036,499392.348095,483509.109098
