year,Base case cost,Modeled wind power
2019,148043.471067,
2020,158865.362226,
2021,165791.372569,
2022,171418.755972,
2023,175314.636789,
2024,178344.766314,
2025,182240.647132,
2026,186569.403596,
2027,190465.284413,
2028,193928.289584,
2029,197878.692907,
2030,200470.990194,
2031,205223.53522,
2032,209976.080246,
2033,215160.67482,
2034,219913.219846,
2035,223369.616229,
2036,228117.204664,
2037,231135.768809,
2038,236741.673649,
