year,Base case cost,Modeled water and wastewater efficiency
2017,53142.3234636,42137.5067674
2018,57110.9581332,44801.1385196
2019,62614.0185202,48536.1998731
2020,65370.6218734,50360.0043382
2021,67137.1445072,51496.225298
2022,68568.1193732,52400.7982593
2023,69554.419312,52997.6495319
2024,70321.6836719,53444.0144183
2025,71308.2129151,54045.2148817
2026,72403.3738053,54724.1103883
2027,73385.9649159,55326.5147626
2028,74260.7908827,55855.7847379
2029,75340.6076083,56529.5991773
2030,75979.0867846,56897.7283831
2031,77172.6762903,57654.4985998
