year,Base case cost,Modeled solar power (pv)
2016,290899.023648,305367.575099
2017,347912.536854,361062.937452
2018,393140.211397,405213.557816
2019,453039.463059,463820.413345
2020,484068.001112,494070.595557
2021,507926.993429,517293.971176
2022,525191.069993,534040.869703
2023,540288.436081,548674.34249
2024,553170.218526,561144.273287
2025,567246.431591,574798.080328
2026,584536.425744,591635.091811
2027,600977.063467,607653.322684
2028,614498.640119,620802.335305
2029,632720.186486,638600.933484
2030,645481.267014,651027.477507
2031,664448.499454,669590.527411
2032,683655.654721,688402.896751
2033,703102.732817,707464.387569
2034,724628.401584,728594.442687
2035,740107.86699,743762.930962
