year,Base case diesel consumed,Modeled residential ashp
2017,23987.7146037,-112260.988965
2018,24653.0922899,-111595.611279
2019,25318.4699762,-110930.233593
2020,25983.8476624,-110264.855907
2021,26871.0179107,-109377.685658
2022,27536.395597,-108712.307972
2023,28423.5658453,-107825.137724
2024,29310.7360936,-106937.967475
2025,29976.1137799,-106272.589789
2026,30863.2840282,-105385.419541
2027,31750.4542765,-104498.249293
2028,32637.6245248,-103611.079044
2029,33524.7947732,-102723.908796
2030,34411.9650215,-101836.738548
2031,35520.9278319,-100727.775737
