year,Base case cost,Modeled water and wastewater efficiency
2017,81774.9366099,54846.7804777
2018,86566.3243312,57269.6145816
2019,92896.7895186,60523.8803933
2020,96130.7938081,62124.1332577
2021,98570.0844032,63303.6010231
2022,100345.311776,64132.0145324
2023,101865.910641,64828.8804659
2024,103128.036208,65391.8299184
2025,104545.692491,66042.9389139
2026,106259.447228,66857.6484152
2027,107850.721509,67610.9821461
2028,109177.70224,68226.592569
2029,110953.294712,69088.3752807
2030,112177.981582,69657.902232
2031,113992.210505,70549.0682196
