year,Base case diesel consumed,Modeled non-residential ashp
2017,5354.80890077,-6286.0800023
2018,5354.80890077,-6286.0800023
2019,5354.80890077,-6286.0800023
2020,5354.80890077,-6286.0800023
2021,5354.80890077,-6286.0800023
2022,5354.80890077,-6286.0800023
2023,5354.80890077,-6286.0800023
2024,5354.80890077,-6286.0800023
2025,5354.80890077,-6286.0800023
2026,5354.80890077,-6286.0800023
2027,5354.80890077,-6286.0800023
2028,5354.80890077,-6286.0800023
2029,5354.80890077,-6286.0800023
2030,5354.80890077,-6286.0800023
2031,5354.80890077,-6286.0800023
