year,Base case diesel consumed,Modeled residential ashp
2017,1259.55984199,-6621.14031568
2018,1259.55984199,-6621.14031568
2019,1259.55984199,-6621.14031568
2020,1259.55984199,-6621.14031568
2021,1259.55984199,-6621.14031568
2022,1259.55984199,-6621.14031568
2023,1259.55984199,-6621.14031568
2024,1259.55984199,-6621.14031568
2025,1259.55984199,-6621.14031568
2026,1392.58476598,-6488.11539169
2027,1392.58476598,-6488.11539169
2028,1392.58476598,-6488.11539169
2029,1392.58476598,-6488.11539169
2030,1392.58476598,-6488.11539169
2031,1392.58476598,-6488.11539169
