year,Base case cost,Modeled water and wastewater efficiency
2017,48021.6722655,36549.7912693
2018,51381.0837229,38683.5106853
2019,56049.6677537,41693.2517896
2020,58285.6969028,43082.6813269
2021,59773.1824434,43975.1807026
2022,60888.0778113,44621.3008361
2023,61723.3923874,45083.0934012
2024,62370.0815728,45421.4797471
2025,63112.0410463,45825.4348571
2026,64039.6768411,46355.5838141
2027,64876.2577937,46826.8017043
2028,65522.3642513,47173.3894889
2029,66356.1679275,47647.1394677
2030,66909.4435285,47935.6782443
2031,67832.1037209,48473.1347727
