year,Base case cost,Modeled non-residential energy efficiency
2017,371195.294354,373930.745957
2018,394443.611612,393695.761256
2019,426732.941137,421590.641298
2020,442231.819309,434458.632413
2021,452564.404757,442719.430926
2022,460313.843843,448688.08971
2023,466125.923158,452942.962651
2024,470646.429291,456062.416389
2025,475812.722015,459782.638456
2026,482270.58792,464682.020515
2027,488082.667235,469023.349864
2028,492603.173368,472227.233692
2029,498415.252683,476608.811149
2030,502289.972226,479273.095698
2031,508747.838131,484271.960793
