year,Base case diesel consumed,Modeled transmission and interties
2021,41689.6781467,0.0
2022,41689.6781467,0.0
2023,41689.6781467,0.0
2024,41689.6781467,0.0
2025,41689.6781467,0.0
2026,41689.6781467,0.0
2027,41689.6781467,0.0
2028,41689.6781467,0.0
2029,41689.6781467,0.0
2030,41689.6781467,0.0
2031,41689.6781467,0.0
2032,41689.6781467,0.0
2033,41689.6781467,0.0
2034,41600.2153181,0.0
2035,41600.2153181,0.0
2036,41600.2153181,0.0
2037,41600.2153181,0.0
2038,41600.2153181,0.0
2039,41600.2153181,0.0
2040,41600.2153181,0.0
