year,Base case cost,Modeled diesel efficiency
2019,137635.551142,301301.070205
2020,147525.530865,310291.960862
2021,154118.85068,316285.887967
2022,159475.92303,321155.95374
2023,162772.582937,324152.917292
2024,165657.160356,326775.2604
2025,169365.902752,330146.844397
2026,173486.727637,333893.048837
2027,177195.470033,337264.632833
2028,180080.047452,339886.975942
2029,184200.872337,343633.180382
2030,186673.367267,345880.903046
2031,191206.27464,350001.727931
2032,195739.182013,354122.552815
2033,200272.089386,358243.3777
2034,204804.996759,362364.202584
2035,208101.656667,365361.166137
2036,213046.646528,369856.611465
2037,215931.223947,372478.954574
2038,220876.213808,376974.399902
