year,Base case cost,Modeled non-residential energy efficiency
2017,278526.485994,298270.610588
2018,299709.377862,317671.194759
2019,329365.426478,344832.0126
2020,343890.838045,358135.270317
2021,353574.445756,367004.108796
2022,361442.377022,374210.04006
2023,366284.180877,378644.459299
2024,370520.759251,382524.576133
2025,375967.788589,387513.297777
2026,382020.043408,393056.321827
2027,387467.072746,398045.043471
2028,391703.65112,401925.160305
2029,397755.905939,407468.184354
2030,401387.258831,410793.998784
2031,408044.739132,416891.325238
