year,Base case cost,Modeled non-residential energy efficiency
2017,48127.4848876,43142.6702074
2018,50745.616345,45323.2586012
2019,54498.2714338,48486.106505
2020,56243.6924053,49916.3712003
2021,57552.758134,50971.4077447
2022,58425.4686197,51651.1733151
2023,59123.6370084,52181.8592441
2024,59647.2632998,52563.4246928
2025,60345.4316884,53097.4739811
2026,61130.8711256,53708.5571112
2027,61741.7684657,54170.4028985
2028,62352.6658057,54633.7963007
2029,63050.8341943,55174.1120955
2030,63487.1894372,55489.6706599
2031,64359.899923,56183.7258047
