year,Base case diesel consumed,Modeled residential ashp
2017,12514.8194856,7019.36782819
2018,12514.8194856,7019.36782819
2019,10544.7887834,5049.33712597
2020,10544.7887834,5049.33712597
2021,10544.7887834,5049.33712597
2022,10544.7887834,5049.33712597
2023,10544.7887834,5049.33712597
2024,10544.7887834,5049.33712597
2025,10544.7887834,5049.33712597
2026,10544.7887834,5049.33712597
2027,10544.7887834,5049.33712597
2028,8574.75808117,3079.30642375
2029,8574.75808117,3079.30642375
2030,8574.75808117,3079.30642375
2031,8574.75808117,3079.30642375
