year,Base case cost,Modeled residential energy efficiency
2017,84993.8047141,80628.1282627
2018,88774.3299471,83680.032208
2019,82927.2481942,76867.9687886
2020,85141.3239049,78546.4221184
2021,86801.8806879,79767.7150252
2022,87908.9185432,80531.7564726
2023,88794.5488275,81115.0843227
2024,89458.7715407,81517.6117571
2025,90344.401825,82108.0896761
2026,91340.7358948,82794.2263619
2027,92115.6623936,83299.3141972
2028,80246.5193044,71163.6224748
2029,81009.6398108,71644.9124025
2030,81486.5901273,71898.6543517
2031,82440.4907603,72539.9363733
2032,83299.0013301,73107.3154618
2033,84252.9019631,73754.5118822
2034,85206.8025961,74404.5619485
2035,85779.1429759,74749.8179838
2036,73047.6409092,61719.9735638
