year,Base case diesel consumed,Modeled non-residential energy efficiency
2017,652673.543471,482978.422168
2018,652673.543471,482978.422168
2019,652673.543471,482978.422168
2020,652673.543471,482978.422168
2021,652673.543471,482978.422168
2022,652673.543471,482978.422168
2023,652673.543471,482978.422168
2024,652673.543471,482978.422168
2025,652673.543471,482978.422168
2026,652673.543471,482978.422168
2027,652673.543471,482978.422168
2028,652673.543471,482978.422168
2029,652673.543471,482978.422168
2030,652673.543471,482978.422168
2031,652673.543471,482978.422168
